filename,edge_consistency
Bicycle_2015_00005,0.16549286253586862
Bicycle_2015_00012,0.0
Bicycle_2015_00028,0.19100199205733565
Bicycle_2015_00034,0.2734262266631678
Bicycle_2015_00080,0.2713255174891158
Bicycle_2015_00088,0.2590802560544168
Bicycle_2015_00100,0.2039740298640359
Bicycle_2015_00106,0.16457139318975572
Bicycle_2015_00110,0.18726442089213405
Bicycle_2015_00131,0.2532905817634217
Bicycle_2015_00136,0.2629886246781434
Bicycle_2015_00141,0.20230985244955615
Bicycle_2015_00150,0.23086991127174897
Bicycle_2015_00154,0.16716858002590892
Bicycle_2015_00158,0.23382026194695502
Bicycle_2015_00180,0.1251654002834594
Bicycle_2015_00213,0.1267743187058249
Bicycle_2015_00224,0.21727061217586613
Bicycle_2015_00227,0.2213064882770022
Bicycle_2015_00238,0.16283518060355331
Bicycle_2015_00246,0.2673623931741246
Bicycle_2015_00260,0.24324032672856657
Bicycle_2015_00267,0.2315362652931589
Bicycle_2015_00284,0.14759066571676321
Bicycle_2015_00287,0.20165102628924111
Bicycle_2015_00293,0.29700217030430437
Bicycle_2015_00294,0.18277659109142036
Bicycle_2015_00328,0.19817220748120368
Bicycle_2015_00337,0.247319680845658
Bicycle_2015_00343,0.20169153882481117
Bicycle_2015_00347,0.22490326002826214
Bicycle_2015_00350,0.1720281243793352
Bicycle_2015_00369,0.19061984258654324
Bicycle_2015_00375,0.1627651414419544
Bicycle_2015_00376,0.2082115973815675
Bicycle_2015_00380,0.19704094478308115
Bicycle_2015_00387,0.24211420278724863
Bicycle_2015_00462,0.2836498040378915
Bicycle_2015_00463,0.23224428085231266
Bicycle_2015_00467,0.1261426218879233
Bicycle_2015_00490,0.09055009555902718
Bicycle_2015_00502,0.21696062714569764
Bicycle_2015_00517,0.40664336120255323
Bicycle_2015_00530,0.2963375697766525
Bicycle_2015_00532,0.16821396720676263
Bicycle_2015_00537,0.17832716140660282
Bicycle_2015_00541,0.2971740424874702
Bicycle_2015_00553,0.16884474685849435
Bicycle_2015_00619,0.22018788215455484
Bicycle_2015_00626,0.3160320586777509
Bicycle_2015_00627,0.15827784946680218
Bicycle_2015_00642,0.09778121071021602
Bicycle_2015_00644,0.14853376687054945
Bicycle_2015_00649,0.15595808089386734
Boat_2015_00655,0.18952990862804456
Boat_2015_00664,0.13488696054344604
Boat_2015_00677,0.11869548351991281
Boat_2015_00702,0.16776019622223876
Boat_2015_00728,0.22661422942011436
Boat_2015_00732,0.12325493517857708
Boat_2015_00735,0.27280481354210373
Boat_2015_00739,0.2385929309187346
Boat_2015_00748,0.2508159541783573
Boat_2015_00755,0.10555807108764785
Boat_2015_00761,0.16821902725233165
Boat_2015_00768,0.11853623278915375
Boat_2015_00771,0.02297021702435006
Boat_2015_00772,0.32569711294409937
Boat_2015_00779,0.08902339499654452
Boat_2015_00782,0.1667246259730331
Boat_2015_00794,0.043077368763235147
Boat_2015_00811,0.16422643845970122
Boat_2015_00909,0.2153221056013851
Boat_2015_00930,0.11988592063972654
Boat_2015_00942,0.33241276097392736
Boat_2015_00961,0.08172594012598136
Boat_2015_00964,0.1245195717437343
Boat_2015_00969,0.18886325712279375
Boat_2015_00971,0.25238118938150217
Boat_2015_00975,0.1049898958320437
Boat_2015_00997,0.1358708143461912
Boat_2015_01006,0.18388459580940714
Boat_2015_01008,0.3531115247136894
Boat_2015_01034,0.3649687070670388
Boat_2015_01055,0.12880962668604062
Boat_2015_01071,0.1544867702692084
Boat_2015_01083,0.14133933596373865
Boat_2015_01088,0.27991650932176676
Boat_2015_01097,0.26588430743221964
Boat_2015_01116,0.2019591251474082
Boat_2015_01118,0.3680590197635489
Boat_2015_01120,0.19760658877196075
Boat_2015_01124,0.4012666282993506
Boat_2015_01148,0.274196615684356
Boat_2015_01212,0.29579405389877955
Boat_2015_01220,0.12318557589037747
Boat_2015_01229,0.2855316710148086
Boat_2015_01247,0.1336584452883922
Boat_2015_01258,0.3323678724900198
Boat_2015_01259,0.17228335003991188
Boat_2015_01289,0.21133961411204463
Boat_2015_01290,0.16385541907295306
Boat_2015_01291,0.32436864219966727
Boat_2015_01322,0.19832481142297045
Boat_2015_01331,0.23256572799913686
Bottle_2015_01333,0.15731733177415305
Bottle_2015_01334,0.19488943381010346
Bottle_2015_01359,0.29008220288986547
Bottle_2015_01368,0.15014817961410645
Bottle_2015_01402,0.20946518307018938
Bottle_2015_01428,0.21325073740704573
Bottle_2015_01435,0.18039216554772436
Bottle_2015_01436,0.14151472100579232
Bottle_2015_01439,0.36734516599841166
Bottle_2015_01442,0.10474842993951378
Bottle_2015_01456,0.2772553234008076
Bottle_2015_01470,0.25266649808230546
Bottle_2015_01483,0.20846872336633077
Bottle_2015_01487,0.21034086242722866
Bottle_2015_01497,0.14104740974336458
Bottle_2015_01499,0.3089999735781347
Bottle_2015_01512,0.1895806592438201
Bottle_2015_01519,0.20183423318109342
Bottle_2015_01520,0.1850063522053921
Bottle_2015_01523,0.23565273504571635
Bottle_2015_01524,0.22031413975731934
Bottle_2015_01538,0.1992547688095134
Bottle_2015_01551,0.18041734088680011
Bottle_2015_01577,0.2685455911949165
Bottle_2015_01583,0.19551526507834996
Bottle_2015_01586,0.11770216264183714
Bottle_2015_01589,0.26734847530392297
Bottle_2015_01590,0.0
Bottle_2015_01592,0.1791929292917597
Bottle_2015_01597,0.2728208579994271
Bottle_2015_01624,0.1765042946338087
Bottle_2015_01636,0.15390740633436106
Bottle_2015_01658,0.20904354045915433
Bottle_2015_01660,0.3114173363256388
Bottle_2015_01673,0.20366757935877444
Bottle_2015_01793,0.1787359879661509
Bottle_2015_01828,0.10515115335233208
Bottle_2015_01839,0.27053931049136254
Bottle_2015_01842,0.14014842926719892
Bottle_2015_01850,0.14043511259537175
Bottle_2015_01854,0.21279647543702268
Bottle_2015_01869,0.22130605063583217
Bottle_2015_01877,0.23998836865558346
Bus_2015_01881,0.11228679249780212
Bus_2015_01895,0.2298552837088787
Bus_2015_01896,0.16196574312782233
Bus_2015_01912,0.18454970784966412
Bus_2015_01930,0.08841858697241663
Bus_2015_01939,0.23127143553933666
Bus_2015_01948,0.25390006703663215
Bus_2015_01952,0.16014412606686287
Bus_2015_01953,0.14690115939779358
Bus_2015_01979,0.19649115330170183
Bus_2015_01987,0.23060697866236668
Bus_2015_01998,0.20672809586274649
Bus_2015_02000,0.26080978910389613
Bus_2015_02006,0.16171486427345644
Bus_2015_02037,0.17790229894317652
Bus_2015_02055,0.12871280071583505
Bus_2015_02070,0.2740748291808705
Bus_2015_02096,0.2880932312376211
Bus_2015_02098,0.19520936896592725
Bus_2015_02107,0.18860330486912655
Bus_2015_02156,0.2715243154781292
Bus_2015_02175,0.18618608296806866
Bus_2015_02199,0.19395311384283945
Bus_2015_02202,0.21880124921324662
Bus_2015_02205,0.20832968263059787
Bus_2015_02212,0.19347379650464178
Bus_2015_02246,0.265705959884098
Bus_2015_02247,0.3070835000761786
Bus_2015_02283,0.14143132812600748
Bus_2015_02289,0.20971112119810134
Bus_2015_02295,0.16803309099225536
Bus_2015_02296,0.26463465582752327
Bus_2015_02318,0.08925719944661739
Bus_2015_02336,0.289397090226333
Bus_2015_02363,0.15567106589438073
Bus_2015_02375,0.25799731671569837
Bus_2015_02387,0.11175758128977106
Bus_2015_02389,0.2958019548556327
Bus_2015_02402,0.14959029441945687
Car_2015_02416,0.16542322508963045
Car_2015_02429,0.23209678494706734
Car_2015_02440,0.2273324839505871
Car_2015_02448,0.10353052507215574
Car_2015_02452,0.20866922696523915
Car_2015_02455,0.13329319045595753
Car_2015_02460,0.23382209316636096
Car_2015_02463,0.20086861909438472
Car_2015_02468,0.061372002137232054
Car_2015_02483,0.18354926054322118
Car_2015_02491,0.06923654571302998
Car_2015_02503,0.21134731003785537
Car_2015_02522,0.13789923122386702
Car_2015_02545,0.18656771958733837
Car_2015_02546,0.2009552393913982
Car_2015_02547,0.17940593238250233
Car_2015_02556,0.2743345122438175
Car_2015_02576,0.19575278742188096
Car_2015_02594,0.15949483759294708
Car_2015_02609,0.1308827054108386
Car_2015_02610,0.20847897844184482
Car_2015_02612,0.2248786347203378
Car_2015_02613,0.14290914077830663
Car_2015_02635,0.11918701510064535
Car_2015_02641,0.0938697910836613
Car_2015_02705,0.22244350976212787
Car_2015_02721,0.23183959343149518
Car_2015_02728,0.19950329089756863
Car_2015_02753,0.16849621724389902
Car_2015_02767,0.1962279809574097
Car_2015_02768,0.16397009911589133
Car_2015_02786,0.16324465579301425
Car_2015_02794,0.11877452071154469
Car_2015_02800,0.23684785949568285
Car_2015_02810,0.1180710085770542
Car_2015_02812,0.21184889730987477
Car_2015_02821,0.2004488171535084
Car_2015_02829,0.2377195772770295
Car_2015_02834,0.11736585146059725
Car_2015_02847,0.07544249399534009
Car_2015_02855,0.18774948698338834
Car_2015_02860,0.11968576134629681
Car_2015_02881,0.19112952210111106
Car_2015_02884,0.2684617773056473
Car_2015_02891,0.20105299814101543
Car_2015_02912,0.1603655857227034
Car_2015_02918,0.23926257624601915
